Date,Department,Service_Type,Application,Region,Usage_Hours,Cost_INR
2026-04-13,Healthcare,Compute,Medical Imaging AI,India-East,245,3342
2026-04-13,Transport,Compute,Bus Tracking System,India-South,170,4249
2026-04-13,Traffic,Compute,Traffic AI,India-West,226,3002
2026-04-13,Electricity,Networking,Grid Sensors,India-East,177,1490
2026-04-14,Transport,Storage,Transport Data Backup,India-North,341,1674
2026-04-14,Surveillance,Networking,CCTV Stream Network,India-South,184,1577
2026-04-14,Water,Storage,Water Data Logs,India-East,399,2036
2026-04-14,Healthcare,Networking,Health IoT Sensors,India-East,152,1399
2026-04-15,Healthcare,Compute,Medical Imaging AI,India-West,248,4533
2026-04-15,Water,Compute,Water Demand AI,India-West,230,3666
2026-04-15,Transport,Compute,Bus Tracking System,India-North,206,4123
2026-04-15,Traffic,Storage,Traffic Data Logs,India-West,304,1298
2026-04-16,Transport,Database,Transport Analytics DB,India-North,231,3630
2026-04-16,Water,Compute,Water Demand AI,India-South,174,3478
2026-04-16,Surveillance,Networking,CCTV Stream Network,India-West,197,1063
2026-04-16,Traffic,Compute,Traffic Prediction AI,India-East,250,3460
2026-04-16,Electricity,Storage,Grid Logs Backup,India-West,284,2246
2026-04-17,Traffic,Storage,Signal Data Backup,India-West,274,1845
2026-04-17,Transport,Compute,Route Optimization AI,India-South,175,2980
2026-04-17,Electricity,Storage,Energy Data Archive,India-West,329,1875
2026-04-17,Healthcare,Storage,Patient Data Backup,India-East,380,1526
2026-04-17,Water,Compute,Leak Detection AI,India-South,152,4058
2026-04-18,Traffic,Storage,Traffic Data Logs,India-East,383,1721
2026-04-18,Healthcare,Networking,Health IoT Sensors,India-East,131,1057
2026-04-18,Water,Networking,Water Sensors,India-South,150,1473
2026-04-18,Electricity,Compute,Grid Compute,India-West,141,3999
2026-04-19,Electricity,Storage,Energy Data Archive,India-West,375,1739
2026-04-19,Surveillance,Compute,AI Monitoring,India-East,218,3353
2026-04-19,Transport,Database,Fleet Management DB,India-South,200,3427
2026-04-19,Traffic,Networking,Traffic Monitoring,India-West,126,1008
2026-04-19,Healthcare,Networking,Hospital Network,India-South,123,1559
2026-04-20,Surveillance,Compute,AI Monitoring,India-West,238,3417
2026-04-20,Water,Networking,Water Sensors,India-West,169,990
2026-04-20,Traffic,Database,Signal Records DB,India-West,193,3557
2026-04-21,Water,Compute,Water Demand AI,India-South,229,3132
2026-04-21,Traffic,Storage,Traffic Data Logs,India-South,328,1709
2026-04-21,Electricity,Storage,Energy Data Archive,India-West,369,1957
2026-04-22,Traffic,Storage,Signal Data Backup,India-East,283,1671
2026-04-22,Water,Database,Water Monitoring System,India-East,234,3736
2026-04-22,Electricity,Networking,Grid Sensors,India-South,179,1332
2026-04-23,Healthcare,Storage,Patient Data Backup,India-West,390,1672
2026-04-23,Surveillance,Compute,Face Recognition AI,India-East,148,3320
2026-04-23,Electricity,Compute,Smart Grid AI,India-East,187,2912
2026-04-23,Transport,Compute,Route Optimization AI,India-West,197,3121
2026-04-24,Traffic,Database,Signal Records DB,India-East,228,3170
2026-04-24,Healthcare,Compute,Medical Imaging AI,India-East,184,3363
2026-04-24,Surveillance,Compute,Face Recognition AI,India-North,240,3945
2026-04-25,Transport,Networking,Bus Tracking System,India-East,177,1302
2026-04-25,Electricity,Networking,Smart Meter Network,India-East,134,1143
2026-04-25,Surveillance,Networking,Surveillance Network,India-East,136,1590
2026-04-26,Traffic,Compute,Traffic Signal AI,India-West,235,3418
2026-04-26,Surveillance,Networking,CCTV Stream Network,India-West,200,1155
2026-04-26,Transport,Networking,Bus Tracking System,India-South,185,1402
2026-04-26,Healthcare,Storage,Patient Backup,India-South,285,1890
2026-04-26,Electricity,Storage,Energy Data Archive,India-South,371,1151
2026-04-27,Traffic,Networking,Signal Network,India-West,141,1352
2026-04-27,Electricity,Storage,Grid Logs Backup,India-South,409,1390
2026-04-27,Transport,Networking,Transport Sensors,India-North,129,1207
2026-04-27,Water,Networking,Water Sensors,India-North,192,1610
2026-04-28,Traffic,Database,Signal Records DB,India-South,192,3769
2026-04-28,Healthcare,Database,Smart Health Records,India-South,191,3328
2026-04-28,Transport,Compute,Transport AI,India-West,171,4166
2026-04-29,Traffic,Storage,Signal Data Backup,India-North,338,1578
2026-04-29,Surveillance,Networking,Surveillance Network,India-South,121,1483
2026-04-29,Water,Compute,Water Demand AI,India-East,166,4516
2026-04-29,Transport,Database,Fleet Management DB,India-North,202,3179
2026-04-30,Surveillance,Networking,Surveillance Network,India-North,138,949
2026-04-30,Transport,Compute,Route Optimization AI,India-North,247,4315
2026-04-30,Electricity,Compute,Smart Grid Analysis,India-North,147,3255
2026-05-01,Healthcare,Compute,Health AI,India-East,175,3532
2026-05-01,Water,Database,Water DB,India-West,220,3235
2026-05-01,Surveillance,Networking,CCTV Stream Network,India-North,183,1445
2026-05-01,Transport,Compute,Route Optimization AI,India-South,185,3151
2026-05-02,Water,Storage,Water Data Logs,India-West,370,2124
2026-05-02,Electricity,Database,Energy DB,India-North,249,3975
2026-05-02,Traffic,Database,Traffic Analytics DB,India-West,183,3766
2026-05-02,Transport,Compute,Route AI,India-East,149,3468
2026-05-03,Healthcare,Storage,Patient Backup,India-South,287,2018
2026-05-03,Electricity,Networking,Grid Sensors,India-South,164,955
2026-05-03,Transport,Compute,Transport AI,India-North,143,4205
2026-05-03,Traffic,Storage,Traffic Data Logs,India-East,329,1764
2026-05-04,Transport,Networking,Transport Sensors,India-West,150,954
2026-05-04,Healthcare,Networking,Health IoT Sensors,India-East,174,1052
2026-05-04,Water,Networking,Water Sensors,India-North,168,1266
2026-05-04,Traffic,Storage,Signal Data Backup,India-West,396,1204
2026-05-04,Surveillance,Storage,Video Storage,India-West,401,2217
2026-05-05,Transport,Networking,Bus Network,India-North,194,1057
2026-05-05,Electricity,Compute,Smart Grid Analysis,India-South,209,4246
2026-05-05,Healthcare,Networking,Hospital Network,India-North,134,1516
2026-05-05,Water,Storage,Water Records Backup,India-North,352,1181
2026-05-05,Surveillance,Storage,CCTV Storage,India-South,310,1182
2026-05-06,Electricity,Storage,Grid Logs Backup,India-South,330,1624
2026-05-06,Surveillance,Compute,AI Monitoring,India-West,174,4290
2026-05-06,Traffic,Storage,Traffic Data Logs,India-South,342,1089
2026-05-06,Healthcare,Compute,Diagnostics AI,India-East,144,3281
2026-05-07,Transport,Storage,Transport Data Backup,India-South,273,1675
2026-05-07,Traffic,Storage,Traffic Data Logs,India-West,309,1234
2026-05-07,Water,Compute,Water Demand AI,India-East,163,3935
2026-05-07,Healthcare,Networking,Health IoT Sensors,India-West,143,1577
2026-05-08,Transport,Compute,Route AI,India-East,246,3530
2026-05-08,Water,Storage,Water Records Backup,India-North,270,1242
2026-05-08,Surveillance,Networking,CCTV Stream Network,India-East,129,1350
2026-05-08,Traffic,Storage,Traffic Data Logs,India-West,319,1913
2026-05-09,Electricity,Database,Energy DB,India-East,254,3272
2026-05-09,Healthcare,Networking,Health IoT Sensors,India-East,190,1378
2026-05-09,Surveillance,Storage,CCTV Storage,India-East,377,1186
2026-05-09,Transport,Compute,Bus Tracking System,India-West,160,4061
2026-05-10,Transport,Database,Fleet Management DB,India-South,191,3581
2026-05-10,Healthcare,Compute,Health AI,India-West,207,3841
2026-05-10,Electricity,Storage,Energy Data Archive,India-North,335,2094
2026-05-11,Surveillance,Storage,CCTV Footage Storage,India-West,334,1061
2026-05-11,Water,Compute,Leak Detection AI,India-West,249,3116
2026-05-11,Electricity,Storage,Energy Data Archive,India-South,416,1223
2026-05-12,Electricity,Database,Energy DB,India-East,267,4092
2026-05-12,Traffic,Storage,Signal Data Backup,India-North,387,1674
2026-05-12,Water,Networking,IoT Water Sensors,India-North,168,968
2026-05-13,Electricity,Database,Energy DB,India-East,221,3355
2026-05-13,Traffic,Storage,Signal Data Backup,India-West,392,1430
2026-05-13,Healthcare,Networking,Health IoT Sensors,India-North,133,1331
2026-05-13,Water,Compute,Leak Detection AI,India-West,167,4002
2026-05-13,Surveillance,Compute,AI Monitoring,India-West,164,4240
2026-05-14,Surveillance,Networking,Surveillance Network,India-East,191,1524
2026-05-14,Water,Compute,Water Demand AI,India-North,187,3158
2026-05-14,Healthcare,Database,Smart Health Records,India-North,190,3643
2026-05-14,Transport,Networking,Transport Sensors,India-East,143,1463
2026-05-15,Transport,Networking,Bus Network,India-South,123,1315
2026-05-15,Healthcare,Compute,Health AI,India-North,147,3548
2026-05-15,Traffic,Storage,Traffic Data Logs,India-East,380,1951
2026-05-15,Water,Database,Water DB,India-West,219,3624
2026-05-16,Electricity,Networking,Smart Meter Network,India-South,144,1071
2026-05-16,Healthcare,Storage,Health Backup,India-West,308,1295
2026-05-16,Transport,Database,Transport Analytics DB,India-South,242,3232
2026-05-16,Surveillance,Database,Surveillance DB,India-South,209,3398
2026-05-17,Transport,Storage,Fleet Data Logs,India-South,258,1710
2026-05-17,Water,Database,Water Monitoring System,India-North,245,4099
2026-05-17,Surveillance,Networking,CCTV Stream Network,India-South,122,1546
2026-05-18,Traffic,Compute,Traffic Signal AI,India-North,191,3478
2026-05-18,Water,Compute,Water Demand AI,India-North,221,4302
2026-05-18,Healthcare,Database,Smart Health Records,India-North,227,4050
2026-05-18,Electricity,Storage,Energy Data Archive,India-South,357,1935
2026-05-19,Healthcare,Database,Health Records DB,India-North,242,3673
2026-05-19,Traffic,Database,Traffic Analytics DB,India-East,237,4076
2026-05-19,Surveillance,Networking,Surveillance Network,India-North,189,1144
2026-05-19,Transport,Storage,Fleet Data Logs,India-North,417,1296
2026-05-19,Electricity,Networking,Grid Sensors,India-South,191,1600
2026-05-20,Electricity,Storage,Grid Logs Backup,India-East,394,1612
2026-05-20,Water,Compute,Water Demand AI,India-East,216,4191
2026-05-20,Surveillance,Storage,Video Storage,India-South,383,1266
2026-05-20,Healthcare,Database,Smart Health Records,India-North,225,3690
2026-05-20,Transport,Storage,Fleet Data Logs,India-South,321,1769
2026-05-21,Healthcare,Compute,Medical Imaging AI,India-East,158,3891
2026-05-21,Traffic,Database,Traffic Analytics DB,India-West,198,3860
2026-05-21,Electricity,Networking,Grid Sensors,India-South,190,1000
2026-05-21,Surveillance,Networking,CCTV Stream Network,India-West,145,1573
2026-05-21,Transport,Database,Transport Analytics DB,India-East,262,3765
2026-05-22,Water,Compute,Leak Detection AI,India-South,191,3003
2026-05-22,Surveillance,Storage,Video Storage,India-South,327,1269
2026-05-22,Electricity,Compute,Grid Compute,India-East,231,3445
2026-05-22,Traffic,Compute,Traffic Signal AI,India-West,225,4633
2026-05-23,Electricity,Compute,Smart Grid Analysis,India-South,148,4312
2026-05-23,Healthcare,Database,Smart Health Records,India-East,229,3606
2026-05-23,Water,Database,Water Monitoring System,India-South,227,3406
2026-05-23,Surveillance,Compute,AI Monitoring,India-East,172,3964
2026-05-23,Traffic,Database,Traffic Analytics DB,India-West,267,3618
2026-05-24,Healthcare,Networking,Health IoT Sensors,India-South,170,1072
2026-05-24,Water,Database,Water Monitoring System,India-North,205,3971
2026-05-24,Traffic,Compute,Traffic Prediction AI,India-East,160,4547
2026-05-25,Healthcare,Storage,Health Backup,India-North,385,1415
2026-05-25,Traffic,Compute,Traffic AI,India-West,247,3112
2026-05-25,Water,Networking,Water Sensors,India-North,174,1310
2026-05-25,Surveillance,Compute,AI Monitoring,India-West,145,3133
2026-05-25,Transport,Compute,Route Optimization AI,India-South,200,3722
2026-05-26,Water,Compute,Water Demand AI,India-West,188,4290
2026-05-26,Electricity,Compute,Smart Grid AI,India-East,182,3331
2026-05-26,Surveillance,Networking,CCTV Stream Network,India-North,167,1651
2026-05-27,Electricity,Compute,Smart Grid Analysis,India-East,160,3762
2026-05-27,Water,Storage,Water Records Backup,India-North,303,1436
2026-05-27,Healthcare,Compute,Health AI,India-East,176,3760
2026-05-28,Healthcare,Database,Smart Health Records,India-South,225,3698
2026-05-28,Surveillance,Compute,AI Monitoring,India-East,211,3385
2026-05-28,Water,Compute,Water Demand AI,India-South,151,3373
2026-05-28,Electricity,Networking,Smart Meter Network,India-South,188,1475
2026-05-28,Transport,Compute,Transport AI,India-West,226,4672
2026-05-29,Healthcare,Networking,Hospital Network,India-South,155,1552
2026-05-29,Water,Compute,Water Demand AI,India-North,167,3884
2026-05-29,Transport,Networking,Bus Tracking System,India-South,195,1328
2026-05-30,Surveillance,Storage,CCTV Footage Storage,India-South,261,1474
2026-05-30,Water,Storage,Water Data Logs,India-East,343,1346
2026-05-30,Electricity,Storage,Energy Data Archive,India-West,370,1840
2026-05-30,Transport,Storage,Fleet Data Logs,India-North,324,1985
2026-05-30,Healthcare,Networking,Hospital Network,India-North,121,1564
2026-05-31,Electricity,Compute,Smart Grid AI,India-South,234,3868
2026-05-31,Healthcare,Database,Health Records DB,India-South,217,3946
2026-05-31,Surveillance,Compute,AI Surveillance,India-North,157,3347
2026-05-31,Water,Database,Water Monitoring System,India-North,252,4105
2026-05-31,Transport,Storage,Fleet Data Logs,India-West,357,1241
2026-06-01,Electricity,Storage,Grid Logs Backup,India-West,412,2106
2026-06-01,Water,Database,Water DB,India-West,190,4006
2026-06-01,Healthcare,Storage,Patient Data Backup,India-North,414,1923
2026-06-01,Transport,Compute,Route Optimization AI,India-East,172,3651
2026-06-01,Surveillance,Compute,AI Monitoring,India-East,158,4716
2026-06-02,Traffic,Networking,Traffic Monitoring,India-South,150,1351
2026-06-02,Water,Compute,Water Demand AI,India-West,208,3911
2026-06-02,Surveillance,Networking,CCTV Stream Network,India-North,186,1022
2026-06-03,Traffic,Database,Signal Records DB,India-North,230,4007
2026-06-03,Healthcare,Storage,Patient Backup,India-South,392,1306
2026-06-03,Transport,Storage,Fleet Data Logs,India-South,371,1180
2026-06-04,Healthcare,Storage,Health Backup,India-East,362,1885
2026-06-04,Transport,Compute,Transport AI,India-North,156,3053
2026-06-04,Water,Networking,Water Sensors,India-West,187,1016
2026-06-05,Water,Storage,Water Data Logs,India-North,336,2043
2026-06-05,Electricity,Database,Energy DB,India-West,211,3263
2026-06-05,Surveillance,Database,CCTV Analytics DB,India-South,264,4138
2026-06-06,Healthcare,Networking,Hospital Network,India-East,143,1117
2026-06-06,Water,Database,Water DB,India-South,196,3252
2026-06-06,Transport,Database,Fleet Management DB,India-East,207,3691
2026-06-06,Surveillance,Networking,Surveillance Network,India-South,182,1237
2026-06-06,Traffic,Compute,Traffic AI,India-South,250,3848
2026-06-07,Water,Database,Water DB,India-East,184,4174
2026-06-07,Traffic,Database,Signal Records DB,India-West,200,3944
2026-06-07,Healthcare,Networking,Health IoT Sensors,India-South,130,1663
2026-06-08,Water,Database,Water DB,India-West,227,3799
2026-06-08,Traffic,Networking,Traffic Monitoring,India-North,174,1183
2026-06-08,Transport,Storage,Transport Data Backup,India-South,400,1467
2026-06-09,Electricity,Database,Energy Usage DB,India-West,270,3235
2026-06-09,Transport,Networking,Bus Network,India-North,123,1327
2026-06-09,Surveillance,Database,CCTV Analytics DB,India-North,252,4030
2026-06-09,Healthcare,Networking,Health IoT Sensors,India-South,200,1098
2026-06-09,Traffic,Database,Signal Records DB,India-North,238,4027
2026-06-10,Electricity,Storage,Energy Data Archive,India-East,418,1779
2026-06-10,Surveillance,Database,CCTV Analytics DB,India-West,221,3484
2026-06-10,Traffic,Storage,Signal Data Backup,India-West,342,1766
2026-06-11,Healthcare,Storage,Patient Data Backup,India-East,320,1618
2026-06-11,Electricity,Database,Energy Usage DB,India-South,215,3175
2026-06-11,Surveillance,Compute,Face Recognition AI,India-North,176,3087
2026-06-11,Transport,Networking,Bus Tracking System,India-East,192,1077
2026-06-12,Traffic,Database,Traffic Analytics DB,India-West,225,4171
2026-06-12,Healthcare,Networking,Hospital Network,India-West,194,1316
2026-06-12,Transport,Networking,Bus Network,India-West,179,1663
2026-06-13,Water,Storage,Water Data Logs,India-North,385,2071
2026-06-13,Electricity,Storage,Grid Logs Backup,India-South,360,1582
2026-06-13,Surveillance,Storage,CCTV Backup System,India-East,393,1387
2026-06-13,Traffic,Networking,Traffic Monitoring,India-East,136,1337
2026-06-14,Surveillance,Compute,Face Recognition AI,India-South,169,3397
2026-06-14,Electricity,Compute,Smart Grid Analysis,India-North,192,4342
2026-06-14,Traffic,Compute,Traffic Prediction AI,India-North,220,3131
2026-06-14,Healthcare,Database,Health Records DB,India-West,253,3159
2026-06-15,Traffic,Storage,Signal Data Backup,India-West,302,1477
2026-06-15,Water,Database,Water Analytics DB,India-West,242,3421
2026-06-15,Surveillance,Compute,AI Monitoring,India-North,147,4503
2026-06-15,Transport,Networking,Bus Network,India-North,197,1248
2026-06-16,Traffic,Storage,Traffic Data Logs,India-East,370,2289
2026-06-16,Electricity,Database,Energy DB,India-West,187,4132
2026-06-16,Healthcare,Compute,Medical Imaging AI,India-South,232,4175
2026-06-16,Transport,Storage,Fleet Data Logs,India-West,287,1268
2026-06-17,Surveillance,Database,CCTV Analytics DB,India-East,247,3791
2026-06-17,Transport,Storage,Transport Data Backup,India-North,390,2211
2026-06-17,Electricity,Compute,Smart Grid AI,India-East,195,3664
2026-06-17,Water,Compute,Water Demand AI,India-West,226,3167
2026-06-17,Healthcare,Compute,Health AI,India-East,230,3602
2026-06-18,Transport,Networking,Bus Tracking System,India-North,166,1464
2026-06-18,Water,Networking,IoT Water Sensors,India-North,131,1251
2026-06-18,Traffic,Storage,Traffic Data Logs,India-South,297,1963
2026-06-18,Electricity,Compute,Grid Compute,India-South,233,3498
2026-06-18,Healthcare,Compute,Health AI,India-East,247,3488
2026-06-19,Transport,Database,Fleet Management DB,India-South,261,3927
2026-06-19,Surveillance,Compute,AI Monitoring,India-West,155,3620
2026-06-19,Traffic,Compute,Traffic Prediction AI,India-North,193,3938
2026-06-19,Electricity,Storage,Energy Data Archive,India-East,358,2305
2026-06-20,Transport,Storage,Transport Data Backup,India-East,319,2035
2026-06-20,Healthcare,Compute,Diagnostics AI,India-West,204,3312
2026-06-20,Water,Compute,Leak Detection AI,India-North,238,4565
2026-06-21,Water,Storage,Water Data Logs,India-South,380,1165
2026-06-21,Electricity,Networking,Grid Sensors,India-West,200,1361
2026-06-21,Transport,Storage,Fleet Data Logs,India-South,414,2231
2026-06-22,Transport,Compute,Route AI,India-West,199,3839
2026-06-22,Water,Storage,Water Data Logs,India-East,368,2287
2026-06-22,Healthcare,Networking,Health IoT Sensors,India-South,177,1471
2026-06-22,Surveillance,Compute,AI Surveillance,India-North,186,3721
2026-06-23,Surveillance,Storage,Video Storage,India-East,306,1061
2026-06-23,Water,Networking,Water Sensors,India-North,196,1623
2026-06-23,Electricity,Networking,Smart Meter Network,India-North,192,1111
2026-06-23,Traffic,Database,Signal Records DB,India-South,266,3914
2026-06-24,Transport,Networking,Transport Sensors,India-East,128,1606
2026-06-24,Traffic,Compute,Traffic AI,India-East,226,4243
2026-06-24,Surveillance,Compute,Face Recognition AI,India-West,237,3371
2026-06-25,Traffic,Networking,Traffic Monitoring,India-South,136,1543
2026-06-25,Transport,Storage,Fleet Data Logs,India-North,355,1076
2026-06-25,Healthcare,Compute,Diagnostics AI,India-North,184,4370
2026-06-26,Surveillance,Networking,Surveillance Network,India-North,184,995
2026-06-26,Traffic,Database,Signal Records DB,India-West,267,3608
2026-06-26,Water,Networking,IoT Water Sensors,India-North,150,1457
2026-06-26,Electricity,Storage,Grid Logs Backup,India-West,363,1054
2026-06-26,Healthcare,Networking,Hospital Network,India-South,194,1204
2026-06-27,Transport,Storage,Fleet Data Logs,India-South,257,1566
2026-06-27,Water,Storage,Water Records Backup,India-West,295,1052
2026-06-27,Healthcare,Database,Health Records DB,India-South,200,3734
2026-06-27,Electricity,Compute,Smart Grid AI,India-West,201,3566
2026-06-28,Traffic,Database,Traffic Analytics DB,India-West,261,3310
2026-06-28,Surveillance,Storage,Video Storage,India-North,405,1334
2026-06-28,Healthcare,Networking,Health IoT Sensors,India-East,167,1674
2026-06-28,Water,Networking,IoT Water Sensors,India-West,181,1292
2026-06-28,Transport,Database,Fleet Management DB,India-South,197,3168
2026-06-29,Transport,Networking,Transport Sensors,India-West,127,1092
2026-06-29,Traffic,Storage,Signal Data Backup,India-West,345,1568
2026-06-29,Surveillance,Compute,AI Surveillance,India-South,246,3196
2026-06-29,Water,Storage,Water Data Logs,India-North,288,1671
2026-06-30,Transport,Storage,Transport Data Backup,India-North,370,1415
2026-06-30,Traffic,Networking,Traffic Monitoring,India-North,191,1577
2026-06-30,Surveillance,Database,CCTV Analytics DB,India-South,224,3159
2026-06-30,Water,Networking,IoT Water Sensors,India-South,193,1519
2026-06-30,Healthcare,Compute,Diagnostics AI,India-North,182,3117
2026-07-01,Transport,Database,Fleet Management DB,India-West,257,3196
2026-07-01,Electricity,Networking,Smart Meter Network,India-South,190,1381
2026-07-01,Traffic,Compute,Traffic Prediction AI,India-North,238,4714
2026-07-02,Surveillance,Storage,CCTV Storage,India-South,363,2205
2026-07-02,Water,Storage,Water Data Logs,India-East,365,1392
2026-07-02,Healthcare,Database,Smart Health Records,India-South,184,4122
2026-07-02,Traffic,Compute,Traffic Signal AI,India-West,237,4043
2026-07-03,Water,Database,Water DB,India-South,255,3477
2026-07-03,Surveillance,Database,Surveillance DB,India-South,239,3389
2026-07-03,Healthcare,Database,Smart Health Records,India-North,205,3764
2026-07-04,Traffic,Database,Signal Records DB,India-East,187,3765
2026-07-04,Healthcare,Networking,Health IoT Sensors,India-East,165,1476
2026-07-04,Surveillance,Compute,AI Monitoring,India-East,154,3413
2026-07-05,Transport,Database,Fleet Management DB,India-East,202,4108
2026-07-05,Surveillance,Networking,CCTV Stream Network,India-South,143,1521
2026-07-05,Traffic,Storage,Signal Data Backup,India-North,283,1517
2026-07-06,Electricity,Compute,Smart Grid Analysis,India-East,193,4397
2026-07-06,Water,Compute,Water Demand AI,India-West,179,3381
2026-07-06,Traffic,Database,Signal Records DB,India-South,240,3403
2026-07-07,Electricity,Networking,Grid Sensors,India-West,173,1653
2026-07-07,Healthcare,Database,Health Records DB,India-North,220,4201
2026-07-07,Traffic,Compute,Traffic AI,India-West,189,4626
2026-07-07,Surveillance,Storage,CCTV Footage Storage,India-South,361,1277
2026-07-07,Transport,Compute,Route Optimization AI,India-East,186,4636
2026-07-08,Healthcare,Networking,Health IoT Sensors,India-South,140,1061
2026-07-08,Electricity,Networking,Grid Sensors,India-West,136,1546
2026-07-08,Traffic,Database,Signal Records DB,India-South,260,3869
2026-07-09,Surveillance,Database,CCTV Analytics DB,India-West,194,3280
2026-07-09,Electricity,Database,Energy Usage DB,India-West,180,3610
2026-07-09,Transport,Storage,Transport Data Backup,India-South,375,1390
2026-07-10,Healthcare,Compute,Diagnostics AI,India-West,223,4378
2026-07-10,Transport,Compute,Transport AI,India-South,202,3561
2026-07-10,Electricity,Networking,Grid Sensors,India-North,174,1156
2026-07-11,Healthcare,Networking,Hospital Network,India-East,187,1344
2026-07-11,Electricity,Database,Energy Usage DB,India-East,214,3696
2026-07-11,Transport,Storage,Fleet Data Logs,India-South,263,1773
2026-07-12,Transport,Storage,Fleet Data Logs,India-South,313,1757
2026-07-12,Surveillance,Compute,Face Recognition AI,India-South,166,4408
2026-07-12,Healthcare,Compute,Health AI,India-South,179,3326
2026-07-13,Electricity,Networking,Smart Meter Network,India-West,141,1284
2026-07-13,Transport,Compute,Route AI,India-North,217,3364
2026-07-13,Healthcare,Database,Health Records DB,India-East,262,3368
2026-07-13,Traffic,Storage,Signal Data Backup,India-East,321,2275
2026-07-13,Surveillance,Compute,Face Recognition AI,India-East,192,3317
2026-07-14,Healthcare,Compute,Health AI,India-East,217,4125
2026-07-14,Transport,Storage,Fleet Data Logs,India-North,282,1111
2026-07-14,Surveillance,Networking,Surveillance Network,India-North,188,1429
2026-07-15,Transport,Compute,Route AI,India-West,201,4761
2026-07-15,Surveillance,Networking,CCTV Stream Network,India-North,193,1335
2026-07-15,Water,Database,Water DB,India-West,266,3606
2026-07-15,Healthcare,Networking,Hospital Network,India-South,139,983
2026-07-16,Water,Networking,Water Sensors,India-South,188,1039
2026-07-16,Healthcare,Storage,Patient Data Backup,India-South,320,2139
2026-07-16,Electricity,Database,Energy DB,India-West,268,4030
2026-07-16,Transport,Networking,Transport Sensors,India-East,143,1574
2026-07-17,Transport,Database,Fleet Management DB,India-North,199,4225
2026-07-17,Traffic,Compute,Traffic Prediction AI,India-East,247,3394
2026-07-17,Electricity,Networking,Smart Meter Network,India-North,185,1391
2026-07-17,Water,Compute,Leak Detection AI,India-West,206,4194
2026-07-18,Surveillance,Networking,Surveillance Network,India-North,141,1599
2026-07-18,Traffic,Compute,Traffic AI,India-North,161,3970
2026-07-18,Healthcare,Networking,Hospital Network,India-South,178,1058
2026-07-18,Transport,Database,Transport Analytics DB,India-West,208,3658
2026-07-18,Electricity,Compute,Grid Compute,India-West,228,3248
2026-07-19,Surveillance,Compute,AI Monitoring,India-South,148,4226
2026-07-19,Water,Database,Water Monitoring System,India-West,215,3256
2026-07-19,Healthcare,Compute,Diagnostics AI,India-West,171,3244
2026-07-19,Electricity,Networking,Grid Sensors,India-South,193,1345
2026-07-20,Surveillance,Networking,Surveillance Network,India-South,142,1070
2026-07-20,Water,Compute,Leak Detection AI,India-West,223,4574
2026-07-20,Electricity,Networking,Grid Sensors,India-South,162,1352
2026-07-20,Traffic,Compute,Traffic AI,India-South,166,3936
2026-07-20,Transport,Database,Fleet Management DB,India-East,194,3861
2026-07-21,Electricity,Networking,Grid Sensors,India-East,194,1017
2026-07-21,Water,Storage,Water Data Logs,India-West,307,2315
2026-07-21,Transport,Database,Transport Analytics DB,India-West,227,3712
2026-07-21,Surveillance,Storage,CCTV Backup System,India-West,376,1350
2026-07-21,Healthcare,Networking,Health IoT Sensors,India-North,196,1487
2026-07-22,Transport,Compute,Route Optimization AI,India-South,148,3569
2026-07-22,Traffic,Storage,Traffic Data Logs,India-South,288,1902
2026-07-22,Electricity,Networking,Smart Meter Network,India-West,127,1685
2026-07-22,Healthcare,Storage,Health Backup,India-South,322,1598
2026-07-23,Water,Database,Water Analytics DB,India-West,219,3624
2026-07-23,Electricity,Storage,Grid Logs Backup,India-North,286,1156
2026-07-23,Healthcare,Storage,Health Backup,India-North,399,1601
2026-07-23,Traffic,Database,Signal Records DB,India-South,256,3997
2026-07-23,Surveillance,Storage,CCTV Storage,India-North,310,1986
2026-07-24,Traffic,Compute,Traffic Prediction AI,India-East,160,3223
2026-07-24,Surveillance,Database,CCTV Analytics DB,India-West,180,3829
2026-07-24,Transport,Storage,Transport Data Backup,India-East,406,1742
2026-07-24,Water,Database,Water DB,India-South,226,3810
2026-07-25,Electricity,Storage,Energy Data Archive,India-West,307,1914
2026-07-25,Traffic,Database,Signal Records DB,India-South,215,3838
2026-07-25,Transport,Networking,Bus Tracking System,India-South,174,1529
2026-07-25,Surveillance,Compute,Face Recognition AI,India-South,202,3022
2026-07-25,Healthcare,Networking,Hospital Network,India-North,175,1520
2026-07-26,Water,Database,Water Monitoring System,India-North,218,3880
2026-07-26,Surveillance,Compute,AI Surveillance,India-South,181,3059
2026-07-26,Electricity,Compute,Grid Compute,India-East,206,3405
2026-07-27,Surveillance,Database,Surveillance DB,India-East,225,3573
2026-07-27,Electricity,Database,Energy DB,India-North,224,3604
2026-07-27,Water,Database,Water Monitoring System,India-West,185,3836
2026-07-28,Surveillance,Storage,Video Storage,India-North,296,1862
2026-07-28,Transport,Storage,Transport Data Backup,India-West,277,2156
2026-07-28,Water,Database,Water Analytics DB,India-North,257,3850
2026-07-28,Electricity,Storage,Energy Data Archive,India-East,364,2046
2026-07-29,Surveillance,Compute,AI Monitoring,India-South,201,4562
2026-07-29,Traffic,Database,Traffic Analytics DB,India-West,219,3364
2026-07-29,Healthcare,Storage,Patient Data Backup,India-South,347,1208
2026-07-29,Transport,Storage,Transport Data Backup,India-West,342,1312
